code,full_name,gu_name,dong_name,short_code
1111010100,서울특별시 종로구 청운동,종로구,청운동,11110101
1111010200,서울특별시 종로구 신교동,종로구,신교동,11110102
1111010300,서울특별시 종로구 궁정동,종로구,궁정동,11110103
1111010400,서울특별시 종로구 효자동,종로구,효자동,11110104
1111010500,서울특별시 종로구 창성동,종로구,창성동,11110105
1111010600,서울특별시 종로구 통의동,종로구,통의동,11110106
1111010700,서울특별시 종로구 적선동,종로구,적선동,11110107
1111010800,서울특별시 종로구 통인동,종로구,통인동,11110108
1111010900,서울특별시 종로구 누상동,종로구,누상동,11110109
1111011000,서울특별시 종로구 누하동,종로구,누하동,11110110
1111011100,서울특별시 종로구 옥인동,종로구,옥인동,11110111
1111011200,서울특별시 종로구 체부동,종로구,체부동,11110112
1111011300,서울특별시 종로구 필운동,종로구,필운동,11110113
1111011400,서울특별시 종로구 내자동,종로구,내자동,11110114
1111011500,서울특별시 종로구 사직동,종로구,사직동,11110115
1111011600,서울특별시 종로구 도렴동,종로구,도렴동,11110116
1111011700,서울특별시 종로구 당주동,종로구,당주동,11110117
1111011800,서울특별시 종로구 내수동,종로구,내수동,11110118
1111011900,서울특별시 종로구 세종로,종로구,세종로,11110119
1111012000,서울특별시 종로구 신문로1가,종로구,신문로1가,11110120
1111012100,서울특별시 종로구 신문로2가,종로구,신문로2가,11110121
1111012200,서울특별시 종로구 청진동,종로구,청진동,11110122
1111012300,서울특별시 종로구 서린동,종로구,서린동,11110123
1111012400,서울특별시 종로구 수송동,종로구,수송동,11110124
1111012500,서울특별시 종로구 중학동,종로구,중학동,11110125
1111012600,서울특별시 종로구 종로1가,종로구,종로1가,11110126
1111012700,서울특별시 종로구 공평동,종로구,공평동,11110127
1111012800,서울특별시 종로구 관훈동,종로구,관훈동,11110128
1111012900,서울특별시 종로구 견지동,종로구,견지동,11110129
1111013000,서울특별시 종로구 와룡동,종로구,와룡동,11110130
1111013100,서울특별시 종로구 권농동,종로구,권농동,11110131
